passage_ID,raw,mask_words,statement,raw_1sent,raw_3sent,raw_5sent,label,ori_statement
9,"Slowly, darkness engulfed Tom 's path and he had to drag his feet home.",his feet,Darkness engulfed Tom's path and he had to drag his feet to get back home.,"Slowly, darkness engulfed his path and he had to drag his feet home.","He hurried back only when the sun turned orange.Slowly, darkness engulfed his path and he had to drag his feet home.He had lost the race because of his greed.","Tom walked twice as long as Sam so as to get more wealth.He hurried back only when the sun turned orange.Slowly, darkness engulfed his path and he had to drag his feet home.He had lost the race because of his greed.-1",1,"Slowly , darkness engulfed Tom 's path and he had to drag his feet to get back home ."
9,"Sam planned to walk as far as possible till noon and start for home thereafter, as it would take the same amount of time to walk back home.",to walk back home,"Sam planned to walk as far as possible till noon and start for home thereafter, as it would take the same amount of time for him to walk home as it did for Tom.","Sam planned to walk as far as possible till noon and start for home thereafter, as it would take the same amount of time to walk back home.","On the day of competition, Sam walked slowly and steadily, while Tom sprinted as he wanted to win the race.Sam planned to walk as far as possible till noon and start for home thereafter, as it would take the same amount of time to walk back home.However, Tom did not attempt to return home even after noon.","As a rule of the competition, they were not permitted to carry a watch to keep track of the time.On the day of competition, Sam walked slowly and steadily, while Tom sprinted as he wanted to win the race.Sam planned to walk as far as possible till noon and start for home thereafter, as it would take the same amount of time to walk back home.However, Tom did not attempt to return home even after noon.Tom walked twice as long as Sam so as to get more wealth.",1,"Sam planned to walk as far as possible till noon and start for home thereafter , as it would take the same amount of time for him to walk home as it did for Tom ."
9,"They looked similar, so they differed in personality.",they differed in personality .,"They looked similar, so their parents decided to name them Sam and Tom.","Though they looked similar, they differed in personality.","Sam and Tom were twins.Though they looked similar, they differed in personality.While Sam was generous and selfless, Tom was greedy and selfish!","Sam and Tom were twins.Though they looked similar, they differed in personality.While Sam was generous and selfless, Tom was greedy and selfish!As the twins grew up, their father wanted to share his fortune equally between them.",0,"they looked similar , so their parents decided to name them Sam and Tom ."
10,"Whales can dive to great depths, holding their breaths for a long period of time.",a long period of time,"Whale can dive to great depths, holding their breaths for up to 20 minutes before coming back up to the surface to feed on fish, plankton and crustaceans.","Whales can dive to great depths, holding their breaths for a long period of time.","They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.They breathe in air through their blowholes instead of their mouths when they surface, and their breaths form a cloudy 'spout'.","They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.They breathe in air through their blowholes instead of their mouths when they surface, and their breaths form a cloudy 'spout'.Among the two kinds of whales, the toothed whales have teeth and they feed on all kinds of fish, plankton and crustaceans.",0,"Whale can dive to great depths , holding their breaths for up to 20 minutes before coming back up to the surface to feed on fish , plankton and crustaceans ."
10,Whales propel themselves along with the help of their two-finned tails.,the help of their two - finned tails,Whale propel themselves along with their flippers by kicking their feet against the surface of the water to propel themselves forward.,They propel themselves along with the help of their two-finned tails.,Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,"They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.",0,Whale propel themselves along with their flippers by kicking their feet against the surface of the water to propel themselves forward .
10,Whales propel themselves along with the help of their two-finned tails.,two,"Whales have flippers which they use to guide themselves while swimming, Whales propel themselves along with the help of their flippers and their long-finned tails.",They propel themselves along with the help of their two-finned tails.,Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,"They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.",1,"Whales have flippers which they use to guide themselves while swimming , Whales propel themselves along with the help of their flippers and their long - finned tails ."
10,Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.,swimming long distances from their cold - water feeding grounds to warm - water breeding grounds every year,"Many whales migrate by baleen whale, a type of toothed whale that has no teeth or gills.",Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.,"Wholebone whales include the biggest mammal – the blue whale.Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.Unlike toothed whales, the baleen whale can travel alone on their annual migrations.","This filters the tiny plants and animals from the water passing through the whale's mouth.Wholebone whales include the biggest mammal – the blue whale.Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.Unlike toothed whales, the baleen whale can travel alone on their annual migrations.-1",0,"Many whales migrate by baleen whale , a type of toothed whale that has no teeth or gills ."
10,Whales breathe through their lungs.,their lungs,Whales breathe through their nostrils like dolphins and bats.,They breathe through their lungs.,"Although they look like fish and live in the sea, unlike fish, they are warm-blooded mammals.They breathe through their lungs.They sense their surrounding environment through echolocation like dolphins and bats.","Whales are unique creatures.Although they look like fish and live in the sea, unlike fish, they are warm-blooded mammals.They breathe through their lungs.They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.",1,Whales breathe through their nostrils like dolphins and bats .
10,Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.,Many whales,"The blue whale, the largest mammal – can migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.",Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.,"Wholebone whales include the biggest mammal – the blue whale.Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.Unlike toothed whales, the baleen whale can travel alone on their annual migrations.","This filters the tiny plants and animals from the water passing through the whale's mouth.Wholebone whales include the biggest mammal – the blue whale.Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.Unlike toothed whales, the baleen whale can travel alone on their annual migrations.-1",1,"The blue whale , the largest mammal – can migrate by swimming long distances from their cold - water feeding grounds to warm - water breeding grounds every year."
10,Whales also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,lunging itself out of the water to warn others of approaching threat,Whaled also use their flippers to slap hard against the water before and after swimming.,They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,"They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.","Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.They breathe in air through their blowholes instead of their mouths when they surface, and their breaths form a cloudy 'spout'.",0,Whaled also use their flippers to slap hard against the water before and after swimming .
10,"Whales look like fish and live in the sea, so unlike fish, they are warm-blooded mammals.","unlike fish , they are warm - blooded mammals .","Whales look like fish and live in the sea, so they do n’t swim like dolphins or whales.","Although they look like fish and live in the sea, unlike fish, they are warm-blooded mammals.","Whales are unique creatures.Although they look like fish and live in the sea, unlike fish, they are warm-blooded mammals.They breathe through their lungs.","Whales are unique creatures.Although they look like fish and live in the sea, unlike fish, they are warm-blooded mammals.They breathe through their lungs.They sense their surrounding environment through echolocation like dolphins and bats.",0,"whales look like fish and live in the sea , so they don’t swim like dolphins or whales ."
10,Whales also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,their flippers,A whale ’s tail can be used to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,"They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.","Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.They breathe in air through their blowholes instead of their mouths when they surface, and their breaths form a cloudy 'spout'.",1,A whale’s tail can be used to slap hard against the water before lunging itself out of the water to warn others of approaching threat .
10,Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.,long distances,"Many whales migrate by swimming across the ocean, but the baleen whale is unique in that they migrate from their cold-water feeding grounds to warm-water breeding grounds every year.",Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.,"Wholebone whales include the biggest mammal – the blue whale.Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.Unlike toothed whales, the baleen whale can travel alone on their annual migrations.","This filters the tiny plants and animals from the water passing through the whale's mouth.Wholebone whales include the biggest mammal – the blue whale.Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.Unlike toothed whales, the baleen whale can travel alone on their annual migrations.-1",0,"Many whales migrate by swimming across the ocean, but the baleen whale is unique in that they migrate from their cold - water feeding grounds to warm - water breeding grounds every year ."
10,Whales also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,the water,A whale may also use its flippers as a warning signal before lunging itself out of the air to warn others of approaching threat.,They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,"They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.","Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.They breathe in air through their blowholes instead of their mouths when they surface, and their breaths form a cloudy 'spout'.",1,A whale may also use its flippers as a warning signal before lunging itself out of the air to warn others of approaching threat .
10,"Among the two kinds of whales, the toothed whales have teeth and they feed on all kinds of fish, plankton and crustaceans.",the two kinds of whales,"Among the many species of whales, the toothed whales have teeth and they feed on all kinds of fish, plankton and crustaceans.","Among the two kinds of whales, the toothed whales have teeth and they feed on all kinds of fish, plankton and crustaceans.","They breathe in air through their blowholes instead of their mouths when they surface, and their breaths form a cloudy 'spout'.Among the two kinds of whales, the toothed whales have teeth and they feed on all kinds of fish, plankton and crustaceans.Toothed whales include the sperm whale.","Whales can dive to great depths, holding their breaths for a long period of time.They breathe in air through their blowholes instead of their mouths when they surface, and their breaths form a cloudy 'spout'.Among the two kinds of whales, the toothed whales have teeth and they feed on all kinds of fish, plankton and crustaceans.Toothed whales include the sperm whale.Meanwhile the wholebone or better known as baleen whales have a huge sieve-like structure hanging from the roof of their mouths instead of teeth.",0,"Among the many species of whales , the toothed whales have teeth and they feed on all kinds of fish , plankton and crustaceans ."
10,Whales have flippers which they use to guide themselves while swimming.,they use to guide themselves while swimming,Whaled have flippers which allow them to glide along the surface of the water.,Whales have flippers which they use to guide themselves while swimming.,They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.,They breathe through their lungs.They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,0,Whaled have flippers which allow them to glide along the surface of the water.
10,Whales sense their surrounding environment through echolocation like dolphins and bats.,dolphins and bats,Whale sense their surrounding environment through echolocation like other mammals.,They sense their surrounding environment through echolocation like dolphins and bats.,They breathe through their lungs.They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.,"Although they look like fish and live in the sea, unlike fish, they are warm-blooded mammals.They breathe through their lungs.They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.",1,Whale sense their surrounding environment through echolocation like other mammals .
10,Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.,their cold - water feeding grounds to warm - water breeding grounds,Many whales migrate by swimming long distances from one place to another every year.,Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.,"Wholebone whales include the biggest mammal – the blue whale.Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.Unlike toothed whales, the baleen whale can travel alone on their annual migrations.","This filters the tiny plants and animals from the water passing through the whale's mouth.Wholebone whales include the biggest mammal – the blue whale.Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.Unlike toothed whales, the baleen whale can travel alone on their annual migrations.-1",1,Many whales migrate by swimming long distances from one place to another every year .
10,Whales have flippers which they use to guide themselves while swimming.,swimming,Whaled have flippers which they use to guide themselves while in the water.,Whales have flippers which they use to guide themselves while swimming.,They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.,They breathe through their lungs.They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.,1,Whaled have flippers which they use to guide themselves while in the water.
10,Wholebone whales include the biggest mammal – the blue whale.,the biggest mammal – the blue whale,"Wholebone whales include humpback whales, sperm whales, and fin whales.",Wholebone whales include the biggest mammal – the blue whale.,This filters the tiny plants and animals from the water passing through the whale's mouth.Wholebone whales include the biggest mammal – the blue whale.Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.,"Meanwhile the wholebone or better known as baleen whales have a huge sieve-like structure hanging from the roof of their mouths instead of teeth.This filters the tiny plants and animals from the water passing through the whale's mouth.Wholebone whales include the biggest mammal – the blue whale.Many whales migrate by swimming long distances from their cold-water feeding grounds to warm-water breeding grounds every year.Unlike toothed whales, the baleen whale can travel alone on their annual migrations.",0,"Wholebone whales include humpback whales, sperm whales, and fin whales ."
10,"Whales look like fish and live in the sea, but unlike fish, they are warm-blooded mammals.","unlike fish , they are warm - blooded mammals .","Whales look like fish and live in the sea, but they do n’t swim like fish.","Although they look like fish and live in the sea, unlike fish, they are warm-blooded mammals.","Whales are unique creatures.Although they look like fish and live in the sea, unlike fish, they are warm-blooded mammals.They breathe through their lungs.","Whales are unique creatures.Although they look like fish and live in the sea, unlike fish, they are warm-blooded mammals.They breathe through their lungs.They sense their surrounding environment through echolocation like dolphins and bats.",1,"whales look like fish and live in the sea , but they don’t swim like fish ."
10,Whales sense their surrounding environment through echolocation like dolphins and bats.,echolocation like dolphins and bats,Whale sense their surrounding environment through the use of their sense of smell.,They sense their surrounding environment through echolocation like dolphins and bats.,They breathe through their lungs.They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.,"Although they look like fish and live in the sea, unlike fish, they are warm-blooded mammals.They breathe through their lungs.They sense their surrounding environment through echolocation like dolphins and bats.Whales have flippers which they use to guide themselves while swimming.They propel themselves along with the help of their two-finned tails.",0,Whale sense their surrounding environment through the use of their sense of smell .
10,"Whales can dive to great depths, holding their breaths for a long period of time.",to great depths,"Whals can dive down to a depth of up to 30 meters, holding their breaths for a long period of time when they surface, and their breaths form a cloudy ‘ spout ’.","Whales can dive to great depths, holding their breaths for a long period of time.","They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.They breathe in air through their blowholes instead of their mouths when they surface, and their breaths form a cloudy 'spout'.","They propel themselves along with the help of their two-finned tails.They also use their flippers to slap hard against the water before lunging itself out of the water to warn others of approaching threat.Whales can dive to great depths, holding their breaths for a long period of time.They breathe in air through their blowholes instead of their mouths when they surface, and their breaths form a cloudy 'spout'.Among the two kinds of whales, the toothed whales have teeth and they feed on all kinds of fish, plankton and crustaceans.",1,"Whals can dive down to a depth of up to 30 meters , holding their breaths for a long period of time when they surface , and their breaths form a cloudy ‘ spout ’ ."
11,"Vijay started looking for an escape route, and could find none.",could find none .,"Vijay started looking for an escape route, and his friend Raju quickly climbed up a nearby tall tree without looking back.","Vijay started looking for an escape route, but could find none.","Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.","A large bear appeared clumsily from behind a large bush, growling menacingly.Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.",1,"Vijay started looking for an escape route , and his friend Raju quickly climbed up a nearby tall tree without looking back ."
11,"Vijay started looking for an escape route, but could find none.",looking for an escape route,"Vijay started searching for a way out of the forest, but could find none.","Vijay started looking for an escape route, but could find none.","Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.","A large bear appeared clumsily from behind a large bush, growling menacingly.Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.",0,"Vijay started searching for a way out of the forest , but could find none ."
11,The bear sniffed around Vijay 's ear and head.,Vijay 's ear and head,The bear sniffed around the man and whispered something in his ear.,It sniffed around his ear and head.,"When the bear came towards him, he held his breath and lay still.It sniffed around his ear and head.Thinking that the man was dead, the bear soon lost interest and left.","He threw himself on the ground and closed his eyes.When the bear came towards him, he held his breath and lay still.It sniffed around his ear and head.Thinking that the man was dead, the bear soon lost interest and left.When the bear was out of sight, Raju climbed down the tree and asked, ""What did the bear whisper in your ear?",0,The bear sniffed around the man and whispered something in his ear .
11,Both men promised each other that they would stick together and help each other along the way.,Both men,Vijay told Raju that he was going to get lost and they promised each other that they would stick together and help each other along the way.,They promised each other that they would stick together and help each other along the way.,"As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.They promised each other that they would stick together and help each other along the way.Moments later, there was a rustling in the bushes.","Two friends, Vijay and Raju, were on a journey through a forest.As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.They promised each other that they would stick together and help each other along the way.Moments later, there was a rustling in the bushes.Raju froze in his tracks, pointing to the source of the sound.",0,Vijay told Raju that he was going to get lost and they promised each other that they would stick together and help each other along the way .
11,Raju quickly climbed up a nearby tall tree without looking back.,a nearby tall tree,Raju quickly climbed up a tree and started running away without looking back.,Raju quickly climbed up a nearby tall tree without looking back.,"Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.","Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.Vijay suddenly thought of an idea to save himself.",0,Raju quickly climbed up a tree and started running away without looking back .
11,"As both men entered the deeper part of the forest, they heard strange noises and began to feel nervous.",both men entered the deeper part of the forest,"As they were walking through the woods, they heard strange noises and began to feel nervous.","As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.","Two friends, Vijay and Raju, were on a journey through a forest.As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.They promised each other that they would stick together and help each other along the way.","Two friends, Vijay and Raju, were on a journey through a forest.As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.They promised each other that they would stick together and help each other along the way.Moments later, there was a rustling in the bushes.",1,"As they were walking through the woods , they heard strange noises and began to feel nervous ."
11,"Vijay started looking for an escape route, so could find none.",could find none .,"Vijay started looking for an escape route, so Raju's friend, who was with him, suggested that they climb a nearby tree.","Vijay started looking for an escape route, but could find none.","Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.","A large bear appeared clumsily from behind a large bush, growling menacingly.Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.",0,"Vijay started looking for an escape route , so Raju 's friend, who was with him, suggested that they climb a nearby tree."
11,Vijay suddenly thought of an idea to save himself.,an idea to save himself,Vijay suddenly thought of Raju's friend and ran towards him.,Vijay suddenly thought of an idea to save himself.,"Unfortunately, his friend did not know how to climb trees.Vijay suddenly thought of an idea to save himself.He threw himself on the ground and closed his eyes.","Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.Vijay suddenly thought of an idea to save himself.He threw himself on the ground and closed his eyes.When the bear came towards him, he held his breath and lay still.",0,Vijay suddenly thought of Raju's friend and ran towards him .
11,"Two friends, Vijay and Raju, were on a journey through a forest.",a journey through a forest,"Two friends, Vijay and Raju, were on their way back to their village when they came across a strange sight.","Two friends, Vijay and Raju, were on a journey through a forest.","Two friends, Vijay and Raju, were on a journey through a forest.As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.","Two friends, Vijay and Raju, were on a journey through a forest.As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.They promised each other that they would stick together and help each other along the way.",0,"Two friends , Vijay and Raju , were on their way back to their village when they came across a strange sight ."
11,"Thinking that the man was dead, the bear soon lost interest and left.",the bear,"Thinking that the man was dead, the bear began to whisper in his ear.","Thinking that the man was dead, the bear soon lost interest and left.","It sniffed around his ear and head.Thinking that the man was dead, the bear soon lost interest and left.When the bear was out of sight, Raju climbed down the tree and asked, ""What did the bear whisper in your ear?","When the bear came towards him, he held his breath and lay still.It sniffed around his ear and head.Thinking that the man was dead, the bear soon lost interest and left.When the bear was out of sight, Raju climbed down the tree and asked, ""What did the bear whisper in your ear?Vijay replied crossly, ""It warned me to stay away from people who abandon their friends in times of danger.",0,"Thinking that the man was dead , the bear began to whisper in his ear."
11,"Vijay started looking for an escape route, but could find none.",for an escape route,"Vijay started looking for a way out of the forest, but could find none.","Vijay started looking for an escape route, but could find none.","Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.","A large bear appeared clumsily from behind a large bush, growling menacingly.Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.",0,"Vijay started looking for a way out of the forest , but could find none ."
11,Raju quickly climbed up a nearby tall tree without looking back.,looking back,Raju quickly climbed up a nearby tall tree without any help from his friend.,Raju quickly climbed up a nearby tall tree without looking back.,"Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.","Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.Vijay suddenly thought of an idea to save himself.",1,Raju quickly climbed up a nearby tall tree without any help from his friend .
11,The bear sniffed around Vijay 's ear and head.,around Vijay 's ear and head,The bear sniffed Vijay's body and whispered in his ear.,It sniffed around his ear and head.,"When the bear came towards him, he held his breath and lay still.It sniffed around his ear and head.Thinking that the man was dead, the bear soon lost interest and left.","He threw himself on the ground and closed his eyes.When the bear came towards him, he held his breath and lay still.It sniffed around his ear and head.Thinking that the man was dead, the bear soon lost interest and left.When the bear was out of sight, Raju climbed down the tree and asked, ""What did the bear whisper in your ear?",1,The bear sniffed Vijay's body and whispered in his ear .
11,Both men were gripped with fear.,Both men,Raju and Vijay were gripped with fear.,Both men were gripped with fear.,"A large bear appeared clumsily from behind a large bush, growling menacingly.Both men were gripped with fear.Vijay started looking for an escape route, but could find none.","Raju froze in his tracks, pointing to the source of the sound.A large bear appeared clumsily from behind a large bush, growling menacingly.Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.",1,Raju and Vijay were gripped with fear .
11,Both men promised each other that they would stick together and help each other along the way.,they would stick together and help each other along the way,Both men promised each other that they would not let anything happen to them.,They promised each other that they would stick together and help each other along the way.,"As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.They promised each other that they would stick together and help each other along the way.Moments later, there was a rustling in the bushes.","Two friends, Vijay and Raju, were on a journey through a forest.As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.They promised each other that they would stick together and help each other along the way.Moments later, there was a rustling in the bushes.Raju froze in his tracks, pointing to the source of the sound.",0,Both men promised each other that they would not let anything happen to them .
11,"Raju froze in his tracks, pointing to the source of the sound.",his tracks,Raju froze in his tracks as he looked around for the source of the sound.,"Raju froze in his tracks, pointing to the source of the sound.","Moments later, there was a rustling in the bushes.Raju froze in his tracks, pointing to the source of the sound.A large bear appeared clumsily from behind a large bush, growling menacingly.","They promised each other that they would stick together and help each other along the way.Moments later, there was a rustling in the bushes.Raju froze in his tracks, pointing to the source of the sound.A large bear appeared clumsily from behind a large bush, growling menacingly.Both men were gripped with fear.",0,Raju froze in his tracks as he looked around for the source of the sound .
11,"Two friends, Vijay and Raju, were on a journey through a forest.",a forest,"Two friends, Vijay and Raju, were on a journey through the forest when they came across a strange sight.","Two friends, Vijay and Raju, were on a journey through a forest.","Two friends, Vijay and Raju, were on a journey through a forest.As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.","Two friends, Vijay and Raju, were on a journey through a forest.As they entered the deeper part of the forest, they heard strange noises and began to feel nervous.They promised each other that they would stick together and help each other along the way.",1,"Two friends , Vijay and Raju , were on a journey through the forest when they came across a strange sight ."
11,"Unfortunately, Raju 's friend did not know how to climb trees.",Raju 's friend,Vijay did not know how to climb trees.,"Unfortunately, his friend did not know how to climb trees.","Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.Vijay suddenly thought of an idea to save himself.","Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.Vijay suddenly thought of an idea to save himself.He threw himself on the ground and closed his eyes.",0,"Unfortunately , Vijay did not know how to climb trees ."
11,"Raju froze in his tracks, pointing to the source of the sound.",the source of the sound,"Raju froze in his tracks, pointing to the direction in which the rustling was coming from.","Raju froze in his tracks, pointing to the source of the sound.","Moments later, there was a rustling in the bushes.Raju froze in his tracks, pointing to the source of the sound.A large bear appeared clumsily from behind a large bush, growling menacingly.","They promised each other that they would stick together and help each other along the way.Moments later, there was a rustling in the bushes.Raju froze in his tracks, pointing to the source of the sound.A large bear appeared clumsily from behind a large bush, growling menacingly.Both men were gripped with fear.",1,"Raju froze in his tracks , pointing to the direction in which the rustling was coming from ."
11,"Vijay started looking for an escape route, but could find none.",could find none .,"Vijay started looking for an escape route, but was unable to find a way out of the forest.","Vijay started looking for an escape route, but could find none.","Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.","A large bear appeared clumsily from behind a large bush, growling menacingly.Both men were gripped with fear.Vijay started looking for an escape route, but could find none.Raju quickly climbed up a nearby tall tree without looking back.Unfortunately, his friend did not know how to climb trees.",0,"Vijay started looking for an escape route , but was unable to find a way out of the forest ."
12,The doctor then said that Robin had eaten contaminated food and was suffering from food poisoning.,that Robin had eaten contaminated food and was suffering from food poisoning,The doctor then said that the blood test showed that Robin had a blood clot in his leg.,The doctor then said that Robin had eaten contaminated food and was suffering from food poisoning.,"At the hospital, the doctor sent Robin for a blood test.The doctor then said that Robin had eaten contaminated food and was suffering from food poisoning.After going through several other tests that took almost the whole day, Robin was told he had to stay in the ward for the next seven days.","Although the nearest hospital was a ten minutes' walk, his mother had to call for a taxi to take them there.At the hospital, the doctor sent Robin for a blood test.The doctor then said that Robin had eaten contaminated food and was suffering from food poisoning.After going through several other tests that took almost the whole day, Robin was told he had to stay in the ward for the next seven days.After Robin had recovered, he promised his mother that he would be careful when buying food from any stall in the future – taste should come second.",0,The doctor then said that the blood test showed that Robin had a blood clot in his leg .
